203;4101804;Araucária;PR;143843;/wiki/Arauc%C3%A1ria_(Paran%C3%A1)
204;5107909;Sinop;MT;142996;/wiki/Sinop
205;3504107;Atibaia;SP;142761;/wiki/Atibaia
206;4202008;Balneário Camboriú;SC;142295;/wiki/Balne%C3%A1rio_Cambori%C3%BA
207;4320008;Sapucaia do Sul;RS;141075;/wiki/Sapucaia_do_Sul
208;4127700;Toledo;PR;140635;/wiki/Toledo_(Paran%C3%A1)
209;3168606;Teófilo Otoni;MG;140592;/wiki/Te%C3%B3filo_Otoni
210;2606002;Garanhuns;PE;139788;/wiki/Garanhuns
211;3547304;Santana de Parnaíba;SP;139447;/wiki/Santana_de_Parna%C3%ADba
212;2616407;Vitória de Santo Antão;PE;138757;/wiki/Vit%C3%B3ria_de_Santo_Ant%C3%A3o
213;1502103;Cametá;PA;137890;/wiki/Camet%C3%A1
214;3105608;Barbacena;MG;137313;/wiki/Barbacena_(Minas_Gerais)
215;2513703;Santa Rita;PB;136586;/wiki/Santa_Rita_(Para%C3%ADba)
216;3156700;Sabará;MG;136344;/wiki/Sabar%C3%A1
217;3170701;Varginha;MG;135558;/wiki/Varginha
218;4101408;Apucarana;PR;134996;/wiki/Apucarana
219;4202909;Brusque;SC;134723;/wiki/Brusque
220;2930709;Simões Filho;BA;134377;/wiki/Sim%C3%B5es_Filho
221;3503307;Araras;SP;134236;/wiki/Araras_(S%C3%A3o_Paulo)
222;3302007;Itaguaí;RJ;133019;/wiki/Itagua%C3%AD
223;3300209;Araruama;RJ;132400;/wiki/Araruama
224;4119152;Pinhais;PR;132157;/wiki/Pinhais
225;2304202;Crato;CE;132123;/wiki/Crato_(Cear%C3%A1)
226;4104204;Campo Largo;PR;132002;/wiki/Campo_Largo_(Paran%C3%A1)
227;1504422;Marituba;PA;131521;/wiki/Marituba
228;3304201;Resende;RJ;131341;/wiki/Resende_(Rio_de_Janeiro)
229;3513504;Cubatão;SP;130705;/wiki/Cubat%C3%A3o
230;3204906;São Mateus;ES;130611;/wiki/S%C3%A3o_Mateus_(Esp%C3%ADrito_Santo)
231;4316808;Santa Cruz do Sul;RS;130416;/wiki/Santa_Cruz_do_Sul
232;4303103;Cachoeirinha;RS;130293;/wiki/Cachoeirinha_(Rio_Grande_do_Sul)
233;2306405;Itapipoca;CE;129358;/wiki/Itapipoca
234;3556206;Valinhos;SP;129193;/wiki/Valinhos
235;2307700;Maranguape;CE;128978;/wiki/Maranguape
236;1100122;Ji-Paraná;RO;128969;/wiki/Ji-Paran%C3%A1
237;3118304;Conselheiro Lafaiete;MG;128589;/wiki/Conselheiro_Lafaiete
238;1507300;São Félix do Xingu;PA;128481;/wiki/S%C3%A3o_F%C3%A9lix_do_Xingu
239;1501709;Bragança;PA;127686;/wiki/Bragan%C3%A7a_(Par%C3%A1)
240;3171204;Vespasiano;MG;127601;/wiki/Vespasiano_(Minas_Gerais)
241;5221403;Trindade;GO;127599;/wiki/Trindade_(Goi%C3%A1s)
242;4322400;Uruguaiana;RS;126970;/wiki/Uruguaiana
