381;Unaí;MG;84378;/wiki/Una%C3%AD
382;Gravatá;PE;84074;/wiki/Gravat%C3%A1
383;Lajeado (Rio Grande do Sul);RS;84014;/wiki/Lajeado_(Rio_Grande_do_Sul)
384;Carpina;PE;83641;/wiki/Carpina
385;Ijuí;RS;83475;/wiki/Iju%C3%AD
386;Pacatuba (Ceará);CE;83432;/wiki/Pacatuba_(Cear%C3%A1)
387;Pinheiro (Maranhão);MA;83387;/wiki/Pinheiro_(Maranh%C3%A3o)
388;Esteio;RS;83202;/wiki/Esteio
389;Matão;SP;83170;/wiki/Mat%C3%A3o
390;Camboriú;SC;82989;/wiki/Cambori%C3%BA
391;Pato Branco;PR;82881;/wiki/Pato_Branco
392;Cianorte;PR;82620;/wiki/Cianorte
393;Seropédica;RJ;82312;/wiki/Serop%C3%A9dica
394;Cruzeiro (São Paulo);SP;82238;/wiki/Cruzeiro_(S%C3%A3o_Paulo)
395;Cachoeira do Sul;RS;82201;/wiki/Cachoeira_do_Sul
396;Moju;PA;82094;/wiki/Moju
397;Três Rios;RJ;81804;/wiki/Tr%C3%AAs_Rios
398;Sapiranga;RS;81734;/wiki/Sapiranga
399;Navegantes;SC;81475;/wiki/Navegantes
400;Dias d'Ávila;BA;81089;/wiki/Dias_d%27%C3%81vila
401;Quixeramobim;CE;81082;/wiki/Quixeramobim
402;Serrinha (Bahia);BA;80861;/wiki/Serrinha_(Bahia)
403;Macaíba;RN;80792;/wiki/Maca%C3%ADba
404;Jacobina;BA;80518;/wiki/Jacobina
405;Aquiraz;CE;80271;/wiki/Aquiraz
406;Curvelo;MG;80129;/wiki/Curvelo
407;Alfenas;MG;79996;/wiki/Alfenas
408;João Monlevade;MG;79910;/wiki/Jo%C3%A3o_Monlevade
