lat, lon, data, 
-23.567387, -46.570383, 4263
-22.876652, -43.227875, 1250
-15.794087, -47.887905, 511
-13.014772, -38.488061, 291
-3.723805, -38.589928, 1212
-19.937524, -43.926453, 299
-3.134691, -60.023335, 713
-25.432956, -49.271848, 205
-8.062762, -34.888942, 229
-16.67331, -49.255814, 85
-1.459845, -48.487826, 111
-30.030037, -51.22866, 279
-23.468506, -46.531084, 74
-22.907343, -47.060156, 50
-2.531886, -44.297919, 203
-22.829547, -43.032335, 22
-9.660822, -35.70163, 33
-22.785253, -43.309888, 33
-20.45803, -54.615744, 49
-5.750899, -35.252255, 42
-5.086342, -42.80527, 24
-23.710305, -46.550257, 129
-22.759835, -43.450345, 38
-7.149382, -34.873385, 40
-23.184062, -45.884175, 61
-23.65751, -46.530874, 102
-21.184835, -47.805476, 29
-8.165391, -34.921173, 23
-23.533612, -46.78881, 84
-18.918999, -48.27795, 39
-23.499323, -47.457853, 11
-19.943446, -44.066345, 14
-10.907216, -37.048213, 32
-12.229284, -38.960033, 37
-15.569989, -56.073252, 50
-26.304518, -48.849409, 30
-16.822147, -49.243326, 1
-23.312156, -51.162773, 60
-21.760924, -43.348817, 46
-1.368714, -48.372067, 16
-8.768892, -63.831446, 20
-20.15677, -40.275217, 56
-22.896452, -43.075823, 94
-22.764556, -43.399625, 19
-29.166899, -51.17886, 33
-21.751899, -41.330476, 3
0.038951, -51.057405, 95
-27.587796, -48.547637, 123
-20.338374, -40.293957, 83
-23.669335, -46.458262, 28
-22.802331, -43.371885, 12
-20.812637, -49.381348, 28
-23.522707, -46.19676, 27
-19.965379, -44.197551, 6
-23.933738, -46.331371, 87
-23.689295, -46.623381, 35
-23.42228, -51.939882, 25
-23.187668, -46.885274, 7
-7.221497, -35.883859, 3
-16.722707, -43.865422, 1
-9.978299, -67.810529, 45
-22.723722, -47.646846, 12
-23.53525, -46.841445, 16
2.816682, -60.670533, 42
-7.99266, -34.86131, 18
-16.328826, -48.957218, 12
-20.294678, -40.390559, 19
-22.325123, -49.083001, 4
-23.476898, -46.351603, 15
-23.967373, -46.384491, 9
-20.320154, -40.322209, 75
-3.736487, -38.664018, 17
-8.285898, -35.967073, 3
-26.916108, -49.057631, 55
-20.536097, -47.402332, 2
-25.092547, -50.161442, 5
-9.397376, -40.499999, 3
-29.918697, -51.18103, 12
-31.719598, -52.34432, 5
-14.848005, -40.83981, 12
-19.766022, -44.085824, 2
-19.713535, -47.983625, 13
-7.943188, -34.884792, 8
-24.953798, -53.459722, 42
-24.003022, -46.41205, 12
-25.537702, -49.200082, 9
-23.995149, -46.249034, 6
-23.026556, -45.556609, 4
-22.510599, -43.177337, 20
-22.562194, -47.40194, 2
-2.436213, -54.71857, 10
-12.698817, -38.32574, 11
-10.163253, -48.351044, 15
-23.536828, -46.30781, 13
-5.193801, -37.356874, 16
-23.623329, -46.78578, 50
-15.658065, -56.144664, 6
-29.685582, -53.808675, 8
-29.945519, -50.990793, 11
-18.852882, -41.947081, 3
-5.352606, -49.142025, 2
-7.210766, -39.316993, 3
-23.508902, -46.874653, 34
-23.647313, -46.85086, 22
-22.509968, -44.093522, 58
-19.481032, -42.520351, 3
-5.91037, -35.259209, 11
-5.526524, -47.479811, 5
-25.542493, -54.587102, 26
-22.368705, -41.775064, 6
-30.081897, -51.02482, 8
-23.081646, -47.212309, 3
-23.603514, -46.931846, 35
-29.686326, -51.128605, 23
-27.590312, -48.616023, 20
-22.654349, -43.040246, 7
-25.29434, -49.227438, 5
-22.745863, -42.860343, 15
-19.458287, -44.239595, 3
-22.740884, -47.330363, 3
-22.214933, -49.951646, 2
-20.142074, -44.893886, 16
-23.546934, -46.933373, 12
-29.765867, -51.146235, 14
-21.79036, -48.17444, 5
-17.794543, -50.929681, 9
-16.470163, -54.633587, 8
-22.858395, -47.221097, 2
-3.876964, -38.624419, 20
-22.227236, -54.811289, 6
-27.106837, -52.617031, 7
-22.880765, -42.020075, 1
-26.907426, -48.657023, 26
-19.767617, -43.850007, 1
-9.410717, -40.503552, 4
-28.673572, -49.36594, 29
-14.78904, -39.273109, 16
-15.737939, -48.283444, 1
-32.050446, -52.08677, 2
-29.997493, -51.077729, 4
-20.850112, -41.111919, 2
-3.688038, -40.348668, 14
-16.258541, -47.95572, 6
-6.07273, -49.900781, 3
-8.289864, -35.038489, 6
-22.412512, -47.563533, 3
-23.009116, -44.319627, 4
-28.261767, -52.407095, 15
-1.295757, -47.926643, 2
-12.896718, -38.323462, 19
-21.205476, -50.439226, 8
-23.541545, -46.366553, 19
-22.286461, -42.532771, 7
-22.545301, -44.172431, 8
-22.409005, -42.962957, 7
-25.393592, -51.463431, 1
-7.191329, -48.208705, 6
-26.490484, -49.076299, 6
-2.555859, -44.057548, 10
-22.768088, -43.429224, 7
-23.275826, -46.732527, 9
-23.715357, -46.850552, 12
-19.398106, -40.065306, 8
-27.647044, -48.670288, 4
-5.100681, -42.833728, 2
-22.956896, -46.542333, 16
-16.069575, -47.984111, 6
-21.787364, -46.56641, 2
-22.807514, -43.41661, 9
-14.79332, -39.043184, 22
-22.916955, -42.819824, 9
-23.614705, -46.571515, 54
-17.53775, -39.744518, 3
-8.020522, -34.995721, 10
-1.72347, -48.884404, 2
-27.817259, -50.330222, 5
-13.855664, -40.088607, 1
-12.144925, -45.004168, 1
-25.506842, -48.524733, 6
-23.320303, -46.727875, 9
-2.90336, -41.778171, 1
-18.592571, -46.515916, 5
-22.36572, -46.944474, 1
-12.134183, -38.422616, 5
-22.230303, -45.937144, 9
-22.523941, -41.936967, 3
-22.71743, -43.55567, 5
-22.295791, -48.558141, 1
-16.449056, -39.062114, 10
-22.888382, -48.441289, 8
-25.591645, -49.40194, 2
-11.858005, -55.500922, 6
-23.116308, -46.555063, 9
-26.991819, -48.634617, 24
-29.824868, -51.151875, 3
-24.732077, -53.741411, 1
-23.449453, -46.922093, 26
-8.118748, -35.293864, 3
-2.246838, -49.49783, 1
-21.224915, -43.776193, 1
-7.138085, -34.965839, 4
-19.892495, -43.825557, 5
-21.55708, -45.431886, 5
-27.09831, -48.915163, 10
-12.783941, -38.411519, 1
-22.357087, -47.38583, 2
-22.871251, -43.775041, 3
-22.877438, -42.341096, 1
-25.442198, -49.199197, 9
-25.459491, -49.528841, 10
-1.346417, -48.340536, 3
-22.471184, -44.443613, 4
-18.718447, -39.858201, 4
-29.719768, -52.429929, 1
-29.950629, -51.093677, 4
-3.499436, -39.583482, 1
-22.971244, -46.99663, 4
-3.891869, -38.685851, 2
-10.882051, -61.945095, 1
-16.65535, -49.489099, 2
-29.759823, -57.081825, 2
-23.529939, -46.905221, 3
-20.665975, -40.495021, 3
-1.505767, -48.627073, 3
-21.292392, -50.339329, 3
-23.707423, -46.415344, 9
-23.413517, -51.43828, 8
-19.53627, -40.630318, 3
-23.541871, -47.449738, 2
-2.528063, -44.098692, 6
-20.558456, -48.567378, 1
-23.348577, -47.849464, 2
-23.622007, -45.410818, 2
-20.788679, -51.710001, 8
-0.038373, -51.172846, 11
-31.330502, -54.107083, 27
-29.167402, -51.51556, 11
-19.638169, -43.223952, 1
-23.204074, -47.292416, 1
-25.313378, -49.30032, 3
-23.528627, -46.34622, 6
-18.64827, -48.191605, 2
-7.828372, -34.910583, 1
-21.118597, -42.936786, 1
-16.718575, -49.087967, 1
-3.20566, -52.214376, 2
-2.627053, -56.736292, 6
-3.766889, -49.667184, 1
-7.995938, -35.041278, 14
-25.44655, -49.065306, 2
-4.951377, -47.506665, 1
-23.76395, -53.30846, 2
-19.006375, -57.648985, 1
-19.525053, -42.624347, 2
-22.759922, -47.154386, 2
-18.169573, -47.947703, 1
-21.132047, -42.361075, 4
-7.024492, -37.276913, 1
-23.281632, -51.277728, 4
-27.633406, -52.275877, 3
-28.480034, -49.005268, 19
-22.644819, -43.653786, 1
-18.417682, -49.22087, 3
-22.837203, -42.103529, 3
-22.662835, -50.41751, 2
-21.24287, -44.999931, 3
-14.623785, -57.491299, 5
-21.210591, -41.886203, 2
-6.360555, -39.299906, 2
-5.789556, -35.331156, 2
-24.186121, -46.790991, 2
-23.362116, -46.744101, 22
-3.140379, -58.440175, 11
-4.263729, -55.990049, 3
-19.823278, -40.276223, 5
-17.886232, -51.720818, 4
-22.469596, -43.828452, 3
-25.6414, -49.323293, 4
-23.322459, -46.590196, 7
-12.741373, -60.138584, 1
-30.108602, -51.314684, 1
-3.298278, -60.620589, 44
-7.132276, -34.929186, 1
-23.443172, -51.873682, 2
-10.685716, -37.426861, 1
-19.983893, -43.849783, 37
-24.041223, -52.381115, 15
-20.41947, -49.974672, 3
-16.074096, -57.674762, 2
-17.219742, -46.875419, 1
-22.486187, -55.71085, 1
-26.07845, -53.056136, 1
-18.940813, -46.997438, 6
-20.25868, -42.033848, 1
-19.58405, -42.643942, 5
-23.395827, -46.32049, 4
-3.658575, -45.378272, 1
-23.806688, -45.40268, 3
-23.081879, -52.462402, 3
-4.9637, -39.011745, 4
-12.671923, -38.543596, 1
-11.729772, -49.071477, 1
-16.359008, -46.899957, 1
-29.465454, -51.967828, 11
-3.98612, -38.618299, 3
-29.852186, -51.143837, 1
-21.602995, -48.367748, 2
-27.026456, -48.649996, 12
-26.229959, -52.677362, 3
-23.653813, -52.609151, 13
-22.743011, -43.701925, 2
-30.04582, -52.893413, 2
-22.117448, -43.211609, 1
-29.638554, -51.003623, 1
-26.897439, -48.649183, 4
-12.604368, -38.297994, 2
-5.198405, -39.294354, 1
-11.659532, -39.008133, 2
-5.857237, -35.355237, 1
-3.906195, -38.389803, 28
-21.428178, -45.948918, 1
-7.559232, -34.998376, 2
-24.328686, -50.623123, 6
-23.652633, -47.220491, 1
-23.030538, -46.976476, 1
-20.390863, -40.495624, 2
-20.949816, -48.477362, 1
-21.254471, -48.32035, 4
-4.355344, -39.310343, 1
-23.360971, -46.88292, 3
-22.244719, -43.704844, 2
-8.335295, -36.420035, 1
-15.246167, -40.247381, 3
-3.722674, -40.991706, 1
